GODREJCP,989.795,1113.0,-11.069631626235402
ADANIENT,1419.7050000000004,1582.0,-10.2588495575221
SRF,8762.800000000005,10230.45,-14.345898763006476
ADANITRANS,1124.27,1724.55,-34.80792090690325
ASHOKLEY,122.20499999999998,121.8,0.3314103350926615
NATCOPHARM,945.5983333333328,980.1,-3.5202190252695877
DLF,320.4499999999999,345.5,-7.250361794500759
NMDC,160.36666666666665,153.65,4.188318436915386
COFORGE,4792.090000000001,5281.0,-9.257905699678071
MINDTREE,3063.298333333331,3821.7,-19.844615398034094
MCDOWELL-N,655.2233333333334,749.3,-12.555273811112585
PIIND,3073.613333333334,3410.2,-9.86999784958846
MPHASIS,2673.518333333335,3025.7,-11.639675667338633
JINDALSTEL,389.4100000000001,390.3,-0.22802972072762737
DMART,3551.4833333333354,3921.3,-9.430971021514925
BALKRISIND,2267.1983333333346,2454.15,-7.617776691182914
BANDHANBNK,279.1183333333334,285.5,-2.2352597781669368
BERGEPAINT,793.7549999999998,834.95,-4.933828372956498
SUNTV,499.25333333333333,490.95,1.6631503044546538
RAMCOCEM,984.1800000000003,1047.7,-6.062804237854324
L&TFH,81.76666666666662,84.35,-3.0626358427188753
ALKEM,3542.9649999999992,3825.1,-7.375885597762168
VEDL,291.4616666666665,315.15,-7.516526521762177
BHARATFORG,750.2083333333333,788.15,-4.814015944511415
ADANIGREEN,929.3983333333343,1112.75,-16.477345914775615
VGUARD,235.78833333333336,254.25,-7.2612258275975
TATACHEM,793.9066666666664,839.2,-5.397203686050242
MARICO,513.5300000000001,554.75,-7.430374042361408
CHOLAFIN,502.1100000000003,570.85,-12.041692213365984
WHIRLPOOL,2023.6799999999998,2183.45,-7.317318921889669
INDIGO,1671.4933333333333,1968.7,-15.096595045800107
TATAPOWER,125.16166666666666,132.2,-5.324004034291473
IRCTC,2514.1716666666675,3008.4,-16.42827859770418
APOLLOHOSP,4303.561666666667,4995.5,-13.851232776165201
GODREJIND,544.7066666666666,574.55,-5.194209961419087
FORTIS,254.17166666666677,283.35,-10.297629551202842
PIDILITIND,2182.005,2341.4,-6.807679166310754
IGL,521.1699999999998,571.35,-8.782707622298098
GODREJAGRO,633.8116666666664,669.85,-5.380060212485428
GSPL,337.3283333333335,348.45,-3.191753958004448
CROMPTON,451.1533333333333,485.05,-6.98828299488026
TORNTPHARM,2953.61,3130.5,-5.650535058297392
PGHH,12571.731666666665,13600.15,-7.561816107420396
